Data,HurricaneName,Label,HurricaneID
"[[0.0, 133.0, 16.0], [6.0, 132.0, 16.3], [12.0, 131.0, 16.5], [18.0, 129.8, 16.7], [24.0, 128.9, 16.8], [30.0, 128.3, 16.9], [36.0, 127.7, 17.0], [42.0, 127.1, 17.1], [48.0, 126.5, 17.2], [54.0, 125.9, 17.3], [60.0, 125.3, 17.4], [66.0, 124.6, 17.6], [72.0, 123.9, 17.8], [78.0, 123.1, 18.0], [84.0, 122.2, 18.2], [90.0, 121.3, 18.4], [96.0, 120.4, 18.6], [102.0, 119.7, 18.8], [108.0, 119.1, 19.0], [114.0, 118.5, 19.3], [120.0, 118.0, 19.6], [126.0, 117.7, 20.0], [132.0, 117.5, 20.4], [138.0, 117.2, 20.8], [144.0, 117.0, 21.2], [150.0, 116.8, 21.6], [156.0, 116.7, 21.9], [162.0, 116.5, 22.2], [168.0, 116.4, 22.5], [174.0, 116.3, 22.8], [180.0, 116.2, 23.0], [186.0, 116.1, 23.2], [192.0, 116.0, 23.5], [198.0, 115.8, 23.8], [204.0, 115.6, 24.2], [210.0, 115.4, 24.5], [216.0, 115.2, 24.8], [222.0, 115.0, 25.4], [228.0, 115.3, 26.1], [234.0, 115.8, 26.7], [240.0, 116.2, 27.2], [246.0, 116.6, 27.8], [252.0, 117.0, 28.3], [258.0, 117.4, 28.8], [264.0, 117.8, 29.3], [270.0, 118.2, 29.7], [276.0, 118.4, 29.7], [282.0, 118.5, 29.3], [288.0, 118.4, 28.9], [294.0, 118.2, 28.5], [300.0, 117.9, 28.1], [306.0, 117.3, 27.8], [312.0, 116.6, 27.6], [318.0, 115.8, 27.6], [324.0, 115.0, 27.7], [330.0, 114.6, 27.9], [336.0, 114.3, 28.4], [342.0, 114.9, 29.1], [348.0, 116.2, 29.7], [354.0, 117.7, 30.5], [360.0, 119.3, 31.2], [366.0, 120.5, 31.9], [372.0, 121.7, 32.5], [378.0, 122.7, 33.1], [384.0, 123.5, 33.6], [390.0, 124.0, 33.9], [396.0, 124.5, 34.1], [402.0, 125.0, 34.3], [408.0, 125.5, 34.4], [414.0, 126.0, 34.5], [420.0, 126.4, 34.5], [426.0, 126.8, 34.4], [432.0, 127.2, 34.3], [438.0, 127.6, 34.1], [444.0, 128.0, 33.9], [450.0, 128.3, 33.3], [456.0, 128.5, 32.7], [462.0, 128.6, 32.2], [468.0, 128.7, 31.7], [474.0, 128.8, 31.2], [480.0, 128.9, 30.6], [486.0, 129.0, 30.0], [492.0, 128.6, 29.3], [498.0, 128.1, 28.7], [504.0, 127.5, 28.2], [510.0, 126.9, 27.7], [516.0, 126.1, 27.2], [522.0, 125.3, 26.8], [528.0, 124.5, 26.4], [534.0, 123.7, 26.2], [540.0, 122.9, 26.0], [546.0, 122.1, 25.9], [552.0, 121.2, 25.8], [558.0, 120.4, 25.8], [564.0, 119.8, 25.8], [570.0, 119.3, 25.8], [576.0, 119.0, 25.9], [582.0, 118.7, 26.0], [588.0, 118.4, 26.1]]",s196909,c3,22
"[[0.0, 120.0, 15.9], [6.0, 119.3, 16.0], [12.0, 118.5, 16.3], [18.0, 117.4, 16.4], [24.0, 116.5, 16.7], [30.0, 116.0, 17.1], [36.0, 115.2, 17.2], [42.0, 114.6, 17.6], [48.0, 113.8, 18.1], [54.0, 112.9, 18.5], [60.0, 112.2, 18.6], [66.0, 111.5, 18.6], [72.0, 111.0, 18.8], [78.0, 110.6, 19.2], [84.0, 110.1, 19.4], [90.0, 109.3, 19.7], [96.0, 108.4, 20.0], [102.0, 108.0, 20.2], [108.0, 107.5, 20.4], [114.0, 107.2, 21.2], [120.0, 107.7, 21.7], [126.0, 107.8, 22.2], [132.0, 107.7, 22.8], [138.0, 107.5, 23.5], [144.0, 107.7, 24.2], [150.0, 107.9, 24.8], [156.0, 108.0, 25.5], [162.0, 108.3, 26.6], [168.0, 108.6, 27.2], [174.0, 109.2, 27.4], [180.0, 109.8, 27.6], [186.0, 110.5, 27.6], [192.0, 110.8, 27.4], [198.0, 111.1, 27.2], [204.0, 111.3, 26.8], [210.0, 111.5, 26.5], [216.0, 111.2, 26.2], [222.0, 111.0, 25.7], [228.0, 110.7, 25.5], [234.0, 110.4, 25.5], [240.0, 110.0, 25.8], [246.0, 109.6, 26.0], [252.0, 108.8, 26.1], [258.0, 107.8, 26.2], [264.0, 106.9, 26.4], [270.0, 105.7, 26.4], [276.0, 104.4, 26.5], [282.0, 103.1, 26.6], [288.0, 101.8, 26.9], [294.0, 100.6, 27.1], [300.0, 99.4, 27.3], [306.0, 98.4, 27.7], [312.0, 97.7, 28.3], [318.0, 97.3, 29.3], [324.0, 96.7, 30.1], [330.0, 96.1, 31.1], [336.0, 96.4, 32.5], [342.0, 96.8, 33.2], [348.0, 97.6, 34.1], [354.0, 99.0, 35.4], [360.0, 101.6, 37.3], [366.0, 103.6, 38.3], [372.0, 105.3, 38.8], [378.0, 107.5, 38.5]]",s200410,c3,23
"[[0.0, 157.6, 10.5], [6.0, 156.8, 11.3], [12.0, 155.7, 12.2], [18.0, 155.0, 13.1], [24.0, 154.3, 14.0], [30.0, 153.2, 15.1], [36.0, 151.9, 16.2], [42.0, 150.6, 17.2], [48.0, 149.3, 18.2], [54.0, 147.8, 19.2], [60.0, 146.2, 20.2], [66.0, 144.7, 21.1], [72.0, 143.2, 22.6], [78.0, 141.7, 24.5], [84.0, 140.2, 25.3], [90.0, 138.3, 26.0], [96.0, 136.5, 26.5], [102.0, 134.8, 26.7], [108.0, 133.0, 26.9], [114.0, 131.3, 27.1], [120.0, 129.9, 27.1], [126.0, 128.5, 27.2], [132.0, 127.6, 27.8], [138.0, 127.0, 28.7], [144.0, 126.5, 29.6], [150.0, 126.1, 30.7], [156.0, 126.0, 32.0], [162.0, 126.1, 33.3], [168.0, 126.6, 34.6], [174.0, 127.5, 36.0], [180.0, 129.1, 37.5], [186.0, 131.5, 39.5], [192.0, 134.8, 42.1], [198.0, 138.5, 44.7], [204.0, 143.0, 48.6], [210.0, 148.4, 52.3], [216.0, 155.0, 55.5]]",s197306,c3,24
"[[0.0, 108.6, 22.1], [6.0, 107.9, 23.8], [12.0, 107.9, 24.7], [18.0, 107.9, 25.0], [24.0, 107.9, 25.2], [30.0, 107.8, 25.8], [36.0, 107.4, 26.1], [42.0, 106.8, 26.3], [48.0, 106.0, 26.4], [54.0, 105.2, 26.7], [60.0, 104.9, 27.0], [66.0, 104.8, 27.4], [72.0, 104.6, 28.1], [78.0, 104.4, 28.7], [84.0, 104.3, 29.2], [90.0, 104.2, 29.7], [96.0, 104.2, 30.2], [102.0, 104.2, 30.7], [108.0, 104.9, 30.7], [114.0, 105.4, 30.7], [120.0, 106.4, 31.3], [126.0, 107.2, 31.9], [132.0, 108.2, 33.0], [138.0, 109.2, 33.9], [144.0, 110.4, 34.6], [150.0, 111.9, 35.2], [156.0, 113.7, 36.0], [162.0, 115.4, 36.7], [168.0, 117.4, 37.5], [174.0, 120.3, 39.5], [180.0, 123.7, 42.9], [186.0, 126.6, 46.7], [192.0, 130.0, 49.0], [198.0, 134.9, 52.0], [204.0, 138.6, 54.1], [210.0, 143.0, 56.2]]",s196205,c3,25
"[[0.0, 123.4, 13.7], [6.0, 120.4, 14.0], [12.0, 118.0, 15.4], [18.0, 116.0, 16.1], [24.0, 114.4, 16.2], [30.0, 112.8, 16.3], [36.0, 110.7, 16.5], [42.0, 108.9, 16.9], [48.0, 107.6, 17.6], [54.0, 106.3, 18.4], [60.0, 105.0, 19.2], [66.0, 103.7, 20.0], [72.0, 102.8, 20.6], [78.0, 102.0, 21.0], [84.0, 100.9, 21.4], [90.0, 99.8, 21.8], [96.0, 98.9, 21.9], [102.0, 98.0, 22.0], [108.0, 96.8, 22.3], [114.0, 95.5, 22.7], [120.0, 94.4, 22.9], [126.0, 93.3, 23.2], [132.0, 91.9, 23.9], [138.0, 90.5, 24.6], [144.0, 89.2, 25.4], [150.0, 87.9, 26.1], [156.0, 86.8, 26.6], [162.0, 85.5, 27.0], [168.0, 83.7, 27.5], [174.0, 81.8, 28.1], [180.0, 79.5, 28.3]]",s195805,c3,26
"[[0.0, 159.0, 15.5], [6.0, 157.5, 16.5], [12.0, 156.0, 17.5], [18.0, 154.5, 18.5], [24.0, 153.0, 19.0], [30.0, 151.2, 19.8], [36.0, 149.7, 20.5], [42.0, 148.0, 21.2], [48.0, 146.2, 22.0], [54.0, 144.5, 22.5], [60.0, 143.2, 23.2], [66.0, 142.8, 24.4], [72.0, 142.0, 25.6], [78.0, 141.3, 26.4], [84.0, 140.8, 27.0], [90.0, 140.0, 27.5], [96.0, 139.7, 28.0], [102.0, 139.0, 28.6], [108.0, 138.3, 29.3], [114.0, 137.5, 29.9], [120.0, 136.8, 30.4], [126.0, 136.0, 31.0], [132.0, 135.0, 31.5], [138.0, 134.2, 31.2], [144.0, 133.2, 31.0], [150.0, 133.0, 31.1], [156.0, 132.6, 31.3], [162.0, 132.1, 31.4], [168.0, 131.9, 31.6], [174.0, 131.6, 31.8], [180.0, 131.4, 32.2], [186.0, 131.4, 32.4], [192.0, 131.7, 32.8], [198.0, 132.2, 33.2], [204.0, 133.0, 33.9], [210.0, 134.0, 34.5], [216.0, 135.0, 35.0], [222.0, 136.2, 36.0], [228.0, 138.5, 37.0], [234.0, 140.5, 38.5], [240.0, 142.2, 40.2], [246.0, 144.2, 42.0], [252.0, 146.0, 43.4], [258.0, 148.0, 45.0]]",s197907,c2,27
"[[0.0, 112.3, 21.5], [6.0, 111.1, 22.0], [12.0, 110.0, 22.4], [18.0, 109.1, 22.7], [24.0, 108.5, 22.8], [30.0, 108.1, 23.0], [36.0, 107.9, 23.2], [42.0, 107.7, 23.4], [48.0, 107.5, 23.6], [54.0, 106.9, 23.8], [60.0, 106.4, 24.1], [66.0, 106.0, 24.4], [72.0, 105.6, 24.8], [78.0, 105.0, 25.2], [84.0, 104.5, 25.6], [90.0, 104.1, 25.9], [96.0, 103.8, 26.1], [102.0, 103.3, 26.5], [108.0, 103.0, 27.1], [114.0, 102.7, 27.7], [120.0, 102.3, 28.3], [126.0, 102.1, 29.0], [132.0, 101.6, 29.9], [138.0, 101.6, 30.8], [144.0, 101.9, 31.9], [150.0, 102.4, 32.8], [156.0, 103.5, 33.6], [162.0, 105.2, 34.3], [168.0, 106.4, 34.9], [174.0, 107.1, 35.1], [180.0, 107.2, 35.2], [186.0, 106.7, 35.1], [192.0, 106.4, 35.2], [198.0, 106.6, 35.0], [204.0, 106.5, 35.4], [210.0, 106.2, 35.5], [216.0, 106.3, 35.4], [222.0, 106.4, 35.2], [228.0, 106.3, 35.1], [234.0, 106.1, 34.8], [240.0, 106.0, 34.2], [246.0, 105.9, 33.6], [252.0, 106.1, 33.2], [258.0, 106.2, 33.0], [264.0, 106.0, 33.1], [270.0, 105.5, 33.3], [276.0, 104.7, 33.9], [282.0, 104.0, 34.5], [288.0, 103.2, 35.0], [294.0, 102.3, 35.5], [300.0, 101.2, 36.1], [306.0, 100.6, 36.2], [312.0, 100.1, 36.2], [318.0, 99.9, 36.4], [324.0, 100.1, 37.0], [330.0, 100.5, 37.7], [336.0, 101.5, 38.5], [342.0, 103.0, 40.8], [348.0, 102.3, 42.7], [354.0, 102.3, 43.5], [360.0, 103.5, 43.5], [366.0, 104.2, 44.0], [372.0, 105.2, 44.9], [378.0, 104.4, 45.5]]",s199904,c2,28
"[[0.0, 129.1, 11.7], [6.0, 127.3, 11.8], [12.0, 125.7, 11.9], [18.0, 124.6, 12.1], [24.0, 123.5, 12.5], [30.0, 122.3, 13.0], [36.0, 121.2, 13.5], [42.0, 120.2, 14.2], [48.0, 119.2, 15.0], [54.0, 118.3, 15.8], [60.0, 117.2, 16.5], [66.0, 116.5, 16.8], [72.0, 115.8, 17.4], [78.0, 115.3, 17.9], [84.0, 114.8, 18.5], [90.0, 114.2, 19.0], [96.0, 113.6, 19.7], [102.0, 113.0, 20.4], [108.0, 112.5, 21.2], [114.0, 111.8, 22.0], [120.0, 111.2, 22.9], [126.0, 110.9, 24.0], [132.0, 110.6, 25.0], [138.0, 110.5, 26.1], [144.0, 110.7, 27.2], [150.0, 111.0, 28.4], [156.0, 111.4, 29.6], [162.0, 111.8, 31.0], [168.0, 112.3, 32.6], [174.0, 113.2, 34.2], [180.0, 113.9, 35.8], [186.0, 114.8, 37.3], [192.0, 115.7, 38.3], [198.0, 116.7, 39.0], [204.0, 118.1, 39.3], [210.0, 119.4, 39.4], [216.0, 120.7, 39.6], [222.0, 121.7, 39.8], [228.0, 122.4, 39.7], [234.0, 122.9, 39.4], [240.0, 123.2, 39.0], [246.0, 123.3, 38.4], [252.0, 123.3, 37.8], [258.0, 123.3, 37.1], [264.0, 123.2, 36.6], [270.0, 122.8, 35.9], [276.0, 121.9, 35.0], [282.0, 122.3, 33.8], [288.0, 123.0, 33.0], [294.0, 123.4, 32.6], [300.0, 123.7, 32.0], [306.0, 124.0, 31.1], [312.0, 124.9, 30.9], [318.0, 125.3, 31.0], [324.0, 125.8, 31.1], [330.0, 126.2, 31.3], [336.0, 126.6, 31.5], [342.0, 126.9, 31.7], [348.0, 127.4, 31.8], [354.0, 127.9, 32.2], [360.0, 128.3, 32.6], [366.0, 128.6, 32.9], [372.0, 128.9, 33.2], [378.0, 129.1, 33.6], [384.0, 129.4, 34.0], [390.0, 130.1, 34.3], [396.0, 130.9, 34.8], [402.0, 131.8, 35.3], [408.0, 132.8, 35.3], [414.0, 132.3, 34.9], [420.0, 131.5, 34.6], [426.0, 130.7, 34.6], [432.0, 130.0, 34.7], [438.0, 129.5, 34.8], [444.0, 129.0, 35.0], [450.0, 128.5, 35.2], [456.0, 128.1, 35.3]]",s199513,c3,29
"[[0.0, 133.0, 22.7], [6.0, 132.3, 23.2], [12.0, 131.8, 23.8], [18.0, 131.1, 24.2], [24.0, 130.1, 24.5], [30.0, 129.3, 24.7], [36.0, 128.6, 25.0], [42.0, 127.8, 25.3], [48.0, 127.4, 26.0], [54.0, 127.1, 26.7], [60.0, 126.6, 27.3], [66.0, 126.0, 28.1], [72.0, 125.4, 28.8], [78.0, 124.9, 29.4], [84.0, 124.3, 30.0], [90.0, 123.8, 30.6], [96.0, 123.3, 31.3], [102.0, 123.1, 32.0], [108.0, 123.0, 32.6], [114.0, 123.1, 33.0], [120.0, 123.5, 33.3], [126.0, 124.0, 33.7], [132.0, 125.2, 34.4], [138.0, 126.9, 35.4], [144.0, 130.1, 37.0], [150.0, 134.5, 39.2], [156.0, 139.3, 41.8], [162.0, 143.8, 44.2]]",s199406,c2,30
"[[0.0, 156.0, 13.1], [6.0, 154.6, 12.4], [12.0, 153.0, 11.8], [18.0, 151.2, 11.2], [24.0, 149.4, 10.7], [30.0, 148.0, 10.4], [36.0, 146.8, 10.3], [42.0, 145.6, 10.2], [48.0, 144.4, 10.2], [54.0, 143.1, 10.3], [60.0, 141.8, 10.3], [66.0, 140.9, 10.4], [72.0, 140.0, 10.5], [78.0, 139.0, 10.6], [84.0, 138.0, 10.8], [90.0, 137.3, 11.0], [96.0, 136.6, 11.4], [102.0, 135.9, 12.2], [108.0, 135.1, 13.2], [114.0, 134.2, 14.4], [120.0, 133.3, 15.5], [126.0, 132.6, 16.4], [132.0, 132.0, 17.2], [138.0, 131.3, 18.1], [144.0, 130.5, 19.0], [150.0, 129.0, 20.4], [156.0, 127.2, 22.0], [162.0, 125.7, 23.4], [168.0, 124.5, 24.7], [174.0, 123.6, 25.5], [180.0, 122.9, 26.2], [186.0, 122.3, 27.7], [192.0, 122.0, 29.2], [198.0, 122.2, 30.3], [204.0, 122.7, 31.3], [210.0, 123.4, 32.3], [216.0, 124.2, 33.2], [222.0, 125.4, 32.8], [228.0, 124.6, 32.2], [234.0, 123.8, 32.4], [240.0, 122.9, 32.6], [246.0, 122.3, 32.7], [252.0, 121.8, 32.7], [258.0, 121.4, 32.8], [264.0, 121.0, 32.9], [270.0, 120.5, 33.0], [276.0, 119.9, 33.0], [282.0, 119.3, 33.1], [288.0, 118.8, 33.3], [294.0, 118.3, 34.1], [300.0, 118.3, 35.0], [306.0, 118.7, 35.7], [312.0, 119.2, 36.3], [318.0, 119.5, 36.6], [324.0, 119.9, 36.9], [330.0, 120.5, 37.3], [336.0, 121.2, 37.8], [342.0, 121.9, 38.4], [348.0, 123.2, 39.7], [354.0, 125.3, 41.7], [360.0, 127.5, 43.7]]",s195003,c3,31
"[[0.0, 118.3, 16.0], [6.0, 117.6, 17.0], [12.0, 116.9, 17.9], [18.0, 115.8, 18.9], [24.0, 114.4, 19.9], [30.0, 113.0, 20.9], [36.0, 111.7, 21.9], [42.0, 110.5, 22.9], [48.0, 109.5, 23.9], [54.0, 108.9, 24.8], [60.0, 108.8, 26.3], [66.0, 109.2, 28.0], [72.0, 109.6, 28.8], [78.0, 110.3, 29.5], [84.0, 111.7, 30.8], [90.0, 113.8, 32.6], [96.0, 116.4, 34.8], [102.0, 119.8, 37.0], [108.0, 123.9, 39.2], [114.0, 128.9, 41.4], [120.0, 134.0, 43.0], [126.0, 139.0, 44.3], [132.0, 144.0, 46.2], [138.0, 149.1, 48.1], [144.0, 154.0, 49.7], [150.0, 158.7, 51.3], [156.0, 163.3, 52.4]]",s195306,c3,32
"[[0.0, 118.0, 11.5], [6.0, 116.5, 11.8], [12.0, 115.0, 12.0], [18.0, 113.5, 12.5], [24.0, 110.8, 13.2], [30.0, 109.3, 13.7], [36.0, 107.8, 14.3], [42.0, 105.7, 14.9], [48.0, 104.2, 15.3], [54.0, 103.3, 15.6], [60.0, 102.4, 16.0], [66.0, 101.4, 16.2], [72.0, 100.6, 16.4], [78.0, 99.4, 16.8], [84.0, 98.0, 17.1], [90.0, 96.8, 17.3], [96.0, 95.3, 17.1], [102.0, 94.5, 16.8], [108.0, 93.8, 16.6], [114.0, 93.3, 16.4], [120.0, 92.4, 16.3], [126.0, 92.1, 16.3], [132.0, 91.8, 16.2], [138.0, 91.4, 16.2], [144.0, 91.2, 16.1], [150.0, 90.8, 16.1], [156.0, 90.3, 16.2]]",s196906,c3,33
"[[0.0, 119.7, 16.2], [6.0, 118.9, 16.7], [12.0, 118.1, 17.3], [18.0, 117.4, 18.0], [24.0, 116.7, 18.6], [30.0, 116.0, 19.0], [36.0, 115.3, 19.5], [42.0, 114.5, 20.1], [48.0, 113.8, 20.9], [54.0, 112.9, 21.7], [60.0, 112.3, 22.6], [66.0, 111.4, 23.6], [72.0, 110.9, 24.5], [78.0, 110.9, 25.5], [84.0, 110.9, 26.4], [90.0, 111.1, 27.5], [96.0, 111.5, 28.4], [102.0, 112.2, 29.3], [108.0, 112.8, 29.9], [114.0, 113.5, 30.6], [120.0, 114.4, 31.4], [126.0, 115.3, 32.0], [132.0, 117.0, 32.9], [138.0, 119.3, 33.7], [144.0, 121.5, 34.2], [150.0, 123.7, 33.8], [156.0, 126.0, 33.5], [162.0, 128.7, 33.6], [168.0, 131.3, 34.0], [174.0, 133.6, 34.0], [180.0, 135.9, 33.8], [186.0, 138.3, 34.5], [192.0, 140.3, 35.5], [198.0, 141.7, 36.6], [204.0, 143.1, 37.6], [210.0, 144.8, 39.0], [216.0, 146.6, 40.6]]",s198106,c3,34
"[[0.0, 142.3, 11.8], [6.0, 141.5, 12.8], [12.0, 140.6, 14.0], [18.0, 139.8, 15.2], [24.0, 139.0, 16.6], [30.0, 138.2, 18.0], [36.0, 137.0, 19.2], [42.0, 136.2, 20.0], [48.0, 135.8, 21.0], [54.0, 135.5, 22.0], [60.0, 135.7, 23.0], [66.0, 136.4, 23.9], [72.0, 137.4, 24.8], [78.0, 138.7, 26.1], [84.0, 140.1, 27.2], [90.0, 141.8, 28.3], [96.0, 143.2, 29.2], [102.0, 144.6, 30.0], [108.0, 145.2, 30.8], [114.0, 144.9, 31.8], [120.0, 144.0, 32.6], [126.0, 142.9, 32.5], [132.0, 141.7, 32.4], [138.0, 140.4, 32.2], [144.0, 139.1, 31.7], [150.0, 137.9, 31.1], [156.0, 137.0, 30.3], [162.0, 136.4, 30.1], [168.0, 135.3, 29.9], [174.0, 134.2, 29.6], [180.0, 133.1, 29.4], [186.0, 132.2, 29.4], [192.0, 130.9, 29.6], [198.0, 129.7, 29.9], [204.0, 128.4, 30.1], [210.0, 127.2, 30.1], [216.0, 126.0, 30.2], [222.0, 125.3, 30.3], [228.0, 124.5, 30.4], [234.0, 123.9, 30.7], [240.0, 123.6, 31.4], [246.0, 123.8, 32.3], [252.0, 124.0, 33.5], [258.0, 124.4, 35.2], [264.0, 125.0, 36.9], [270.0, 126.0, 38.6], [276.0, 127.9, 40.5], [282.0, 130.5, 43.8], [288.0, 132.8, 47.5], [294.0, 136.0, 52.0], [300.0, 139.5, 56.5], [306.0, 143.0, 59.5], [312.0, 146.6, 61.1], [318.0, 151.3, 62.1], [324.0, 156.0, 62.5], [330.0, 161.0, 62.6], [336.0, 167.4, 62.5], [342.0, 174.0, 63.0]]",s200311,c3,35
"[[0.0, 146.5, 17.5], [6.0, 145.6, 17.8], [12.0, 144.7, 18.3], [18.0, 143.6, 19.0], [24.0, 142.4, 19.6], [30.0, 141.0, 20.0], [36.0, 139.8, 20.4], [42.0, 138.7, 20.5], [48.0, 137.3, 20.5], [54.0, 136.0, 20.3], [60.0, 134.7, 20.2], [66.0, 133.8, 20.3], [72.0, 133.0, 20.3], [78.0, 132.2, 20.3], [84.0, 131.5, 20.4], [90.0, 130.7, 20.5], [96.0, 130.0, 20.5], [102.0, 129.2, 20.4], [108.0, 128.5, 20.4], [114.0, 127.8, 20.4], [120.0, 126.6, 20.3], [126.0, 125.4, 20.4], [132.0, 124.2, 20.6], [138.0, 123.5, 20.8], [144.0, 122.9, 21.5], [150.0, 123.0, 22.4], [156.0, 123.1, 23.0], [162.0, 122.8, 23.8], [168.0, 121.9, 24.2], [174.0, 121.2, 24.8], [180.0, 120.6, 25.5], [186.0, 120.0, 26.5], [192.0, 119.1, 27.9], [198.0, 118.0, 29.6], [204.0, 116.9, 31.0], [210.0, 115.8, 32.7], [216.0, 114.8, 34.4], [222.0, 114.3, 36.1], [228.0, 115.0, 37.4], [234.0, 116.3, 38.4], [240.0, 119.5, 39.8], [246.0, 122.9, 41.0], [252.0, 128.0, 42.3], [258.0, 134.0, 42.8], [264.0, 140.0, 42.9], [270.0, 146.0, 43.0]]",s197506,c2,36
"[[0.0, 118.7, 16.8], [6.0, 118.3, 17.4], [12.0, 117.7, 18.0], [18.0, 117.1, 18.6], [24.0, 115.9, 18.9], [30.0, 114.4, 19.2], [36.0, 113.2, 19.5], [42.0, 112.0, 19.8], [48.0, 110.9, 20.1], [54.0, 109.8, 20.4], [60.0, 108.7, 20.4], [66.0, 107.5, 20.3], [72.0, 106.4, 20.2], [78.0, 105.3, 20.1], [84.0, 103.8, 20.1], [90.0, 102.3, 20.1], [96.0, 100.8, 19.9], [102.0, 99.4, 19.6], [108.0, 97.9, 19.4], [114.0, 96.6, 19.2], [120.0, 95.6, 19.1], [126.0, 94.6, 19.2], [132.0, 93.6, 19.4], [138.0, 92.6, 19.6], [144.0, 91.6, 19.9], [150.0, 90.7, 20.2], [156.0, 89.8, 20.6], [162.0, 89.0, 20.9], [168.0, 88.0, 21.1], [174.0, 87.1, 21.3], [180.0, 86.4, 21.4], [186.0, 85.8, 21.6], [192.0, 85.0, 21.8], [198.0, 84.1, 22.0], [204.0, 83.0, 22.2], [210.0, 81.9, 22.3], [216.0, 81.2, 22.2], [222.0, 80.9, 22.0], [228.0, 80.5, 21.8]]",s195508,c3,37
"[[0.0, 156.7, 8.6], [6.0, 154.8, 9.2], [12.0, 153.1, 9.9], [18.0, 151.5, 10.3], [24.0, 150.0, 10.7], [30.0, 148.3, 11.0], [36.0, 147.2, 11.2], [42.0, 145.8, 11.7], [48.0, 144.2, 12.4], [54.0, 142.9, 12.8], [60.0, 141.4, 13.1], [66.0, 140.2, 13.7], [72.0, 138.9, 14.1], [78.0, 137.8, 14.9], [84.0, 137.1, 15.8], [90.0, 136.9, 16.7], [96.0, 136.8, 17.8], [102.0, 136.8, 19.0], [108.0, 137.1, 20.0], [114.0, 137.8, 20.8], [120.0, 138.7, 21.8], [126.0, 139.1, 22.6], [132.0, 139.6, 23.8], [138.0, 139.9, 25.3], [144.0, 140.0, 26.7], [150.0, 139.9, 28.2], [156.0, 139.7, 29.9], [162.0, 139.6, 31.6], [168.0, 139.6, 33.6], [174.0, 139.7, 35.8], [180.0, 139.8, 38.1], [186.0, 140.4, 40.3], [192.0, 144.0, 43.0]]",s199609,c3,38
"[[0.0, 139.0, 12.4], [6.0, 137.7, 12.8], [12.0, 136.5, 13.2], [18.0, 135.3, 13.6], [24.0, 134.1, 13.9], [30.0, 133.0, 14.2], [36.0, 132.0, 14.5], [42.0, 130.5, 15.0], [48.0, 129.0, 15.3], [54.0, 127.7, 15.7], [60.0, 126.7, 16.3], [66.0, 126.0, 17.2], [72.0, 125.4, 18.3], [78.0, 124.8, 19.9], [84.0, 123.7, 21.3], [90.0, 122.6, 22.1], [96.0, 121.4, 22.8], [102.0, 120.4, 23.4], [108.0, 119.4, 24.0], [114.0, 118.5, 24.6], [120.0, 117.7, 25.2], [126.0, 117.2, 25.7], [132.0, 116.9, 26.0], [138.0, 116.6, 26.3], [144.0, 116.3, 26.6], [150.0, 116.1, 26.9], [156.0, 116.0, 27.3], [162.0, 115.9, 27.7], [168.0, 115.9, 28.1], [174.0, 116.0, 28.5], [180.0, 116.1, 29.0], [186.0, 116.4, 29.6], [192.0, 116.9, 30.5], [198.0, 117.8, 31.6], [204.0, 118.9, 32.9], [210.0, 120.6, 34.9], [216.0, 122.2, 36.9], [222.0, 123.5, 38.0], [228.0, 124.7, 39.0], [234.0, 126.1, 39.9], [240.0, 127.4, 40.6], [246.0, 128.9, 41.0], [252.0, 130.3, 40.5], [258.0, 131.0, 40.1], [264.0, 130.9, 39.5], [270.0, 130.3, 38.6], [276.0, 129.2, 37.8], [282.0, 127.5, 37.1], [288.0, 126.0, 37.0], [294.0, 125.4, 37.0], [300.0, 124.9, 37.0], [306.0, 124.5, 37.0], [312.0, 124.0, 37.0], [318.0, 123.7, 37.2]]",s195504,c2,39
